lsoa21cd,dependent_children,tenure,value_21,value_11,change,perc_change
E01000054,No dependent children in household,Owned: Owns outright,96,102,-6,-5.88
E01000054,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,112,105,7,6.67
E01000054,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,78,91,-13,-14.29
E01000054,Household with dependent children,Private rented or lives rent free,93,54,39,72.22
E01000054,No dependent children in household,Private rented or lives rent free,32,38,-6,-15.79
E01000054,Household with dependent children,Rented: Social rented,97,101,-4,-3.96
E01000054,No dependent children in household,Rented: Social rented,126,135,-9,-6.67
E01000055,Household with dependent children,Owned: Owns outright,10,11,-1,-9.09
E01000055,No dependent children in household,Owned: Owns outright,79,68,11,16.18
E01000055,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,87,112,-25,-22.32
E01000055,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,81,100,-19,-19
E01000055,Household with dependent children,Private rented or lives rent free,74,52,22,42.31
E01000055,No dependent children in household,Private rented or lives rent free,36,27,9,33.33
E01000055,Household with dependent children,Rented: Social rented,91,75,16,21.33
E01000055,No dependent children in household,Rented: Social rented,116,115,1,0.87
E01000056,Household with dependent children,Owned: Owns outright,2,5,-3,-60
E01000056,No dependent children in household,Owned: Owns outright,60,62,-2,-3.23
E01000056,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,81,90,-9,-10
E01000056,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,74,76,-2,-2.63
E01000056,Household with dependent children,Private rented or lives rent free,62,61,1,1.64
E01000056,No dependent children in household,Private rented or lives rent free,29,37,-8,-21.62
E01000056,Household with dependent children,Rented: Social rented,114,115,-1,-0.87
E01000056,No dependent children in household,Rented: Social rented,142,127,15,11.81
E01000057,Household with dependent children,Owned: Owns outright,10,7,3,42.86
E01000057,No dependent children in household,Owned: Owns outright,59,63,-4,-6.35
E01000057,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,70,92,-22,-23.91
E01000057,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,70,86,-16,-18.6
E01000057,Household with dependent children,Private rented or lives rent free,75,48,27,56.25
E01000057,No dependent children in household,Private rented or lives rent free,37,26,11,42.31
E01000057,Household with dependent children,Rented: Social rented,106,106,0,0
E01000057,No dependent children in household,Rented: Social rented,106,109,-3,-2.75
E01000058,Household with dependent children,Owned: Owns outright,11,9,2,22.22
E01000058,No dependent children in household,Owned: Owns outright,69,76,-7,-9.21
E01000058,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,109,122,-13,-10.66
E01000058,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,99,132,-33,-25
E01000058,Household with dependent children,Private rented or lives rent free,102,70,32,45.71
E01000058,No dependent children in household,Private rented or lives rent free,93,51,42,82.35
E01000058,Household with dependent children,Rented: Social rented,104,87,17,19.54
E01000058,No dependent children in household,Rented: Social rented,112,143,-31,-21.68
E01000059,Household with dependent children,Owned: Owns outright,8,14,-6,-42.86
E01000059,No dependent children in household,Owned: Owns outright,91,76,15,19.74
E01000059,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,88,102,-14,-13.73
E01000059,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,87,87,0,0
E01000059,Household with dependent children,Private rented or lives rent free,69,48,21,43.75
E01000059,No dependent children in household,Private rented or lives rent free,27,27,0,0
E01000059,Household with dependent children,Rented: Social rented,78,93,-15,-16.13
E01000059,No dependent children in household,Rented: Social rented,120,131,-11,-8.4
E01000060,Household with dependent children,Owned: Owns outright,10,9,1,11.11
E01000060,No dependent children in household,Owned: Owns outright,103,117,-14,-11.97
E01000060,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,111,107,4,3.74
E01000060,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,94,104,-10,-9.62
E01000060,Household with dependent children,Private rented or lives rent free,95,45,50,111.11
E01000060,No dependent children in household,Private rented or lives rent free,44,33,11,33.33
E01000060,Household with dependent children,Rented: Social rented,125,129,-4,-3.1
E01000060,No dependent children in household,Rented: Social rented,222,226,-4,-1.77
E01000061,Household with dependent children,Owned: Owns outright,3,3,0,0
E01000061,No dependent children in household,Owned: Owns outright,18,8,10,125
E01000061,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,49,31,18,58.06
E01000061,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,126,31,95,306.45
E01000061,Household with dependent children,Private rented or lives rent free,26,19,7,36.84
E01000061,No dependent children in household,Private rented or lives rent free,20,9,11,122.22
E01000061,Household with dependent children,Rented: Social rented,230,298,-68,-22.82
E01000061,No dependent children in household,Rented: Social rented,272,269,3,1.12
E01000062,Household with dependent children,Owned: Owns outright,7,8,-1,-12.5
E01000062,No dependent children in household,Owned: Owns outright,146,169,-23,-13.61
E01000062,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,124,120,4,3.33
E01000062,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,130,112,18,16.07
E01000062,Household with dependent children,Private rented or lives rent free,101,65,36,55.38
E01000062,No dependent children in household,Private rented or lives rent free,47,32,15,46.88
E01000062,Household with dependent children,Rented: Social rented,87,97,-10,-10.31
E01000062,No dependent children in household,Rented: Social rented,128,158,-30,-18.99
E01000063,Household with dependent children,Owned: Owns outright,11,9,2,22.22
E01000063,No dependent children in household,Owned: Owns outright,94,129,-35,-27.13
E01000063,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,114,116,-2,-1.72
E01000063,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,95,97,-2,-2.06
E01000063,Household with dependent children,Private rented or lives rent free,70,44,26,59.09
E01000063,No dependent children in household,Private rented or lives rent free,39,28,11,39.29
E01000063,Household with dependent children,Rented: Social rented,81,97,-16,-16.49
E01000063,No dependent children in household,Rented: Social rented,119,115,4,3.48
E01000064,Household with dependent children,Owned: Owns outright,5,18,-13,-72.22
E01000064,No dependent children in household,Owned: Owns outright,98,139,-41,-29.5
E01000064,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,132,99,33,33.33
E01000064,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,143,115,28,24.35
E01000064,Household with dependent children,Private rented or lives rent free,122,82,40,48.78
E01000064,No dependent children in household,Private rented or lives rent free,85,47,38,80.85
E01000064,Household with dependent children,Rented: Social rented,81,80,1,1.25
E01000064,No dependent children in household,Rented: Social rented,129,129,0,0
E01000065,Household with dependent children,Owned: Owns outright,8,6,2,33.33
E01000065,No dependent children in household,Owned: Owns outright,99,98,1,1.02
E01000065,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,92,98,-6,-6.12
E01000065,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,81,89,-8,-8.99
E01000065,Household with dependent children,Private rented or lives rent free,88,76,12,15.79
E01000065,No dependent children in household,Private rented or lives rent free,55,50,5,10
E01000065,Household with dependent children,Rented: Social rented,84,82,2,2.44
E01000065,No dependent children in household,Rented: Social rented,276,275,1,0.36
E01000066,Household with dependent children,Owned: Owns outright,25,14,11,78.57
E01000066,No dependent children in household,Owned: Owns outright,135,135,0,0
E01000066,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,188,162,26,16.05
E01000066,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,89,95,-6,-6.32
E01000066,Household with dependent children,Private rented or lives rent free,72,53,19,35.85
E01000066,No dependent children in household,Private rented or lives rent free,43,33,10,30.3
E01000066,Household with dependent children,Rented: Social rented,43,51,-8,-15.69
E01000066,No dependent children in household,Rented: Social rented,114,140,-26,-18.57
E01000067,Household with dependent children,Owned: Owns outright,22,19,3,15.79
E01000067,No dependent children in household,Owned: Owns outright,151,172,-21,-12.21
E01000067,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,161,162,-1,-0.62
E01000067,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,91,101,-10,-9.9
