date,geography_code,c_age_name,hhtype_name,c_age_code,hhtype_code,obs_value
2001,E09000013,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,275
2001,E09000013,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,112
2001,E09000013,"dependent children in household, youngest aged 16 to 18",All adults,30,0,346
2001,E09000013,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,277
2001,E09000013,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,69
2001,E09000013,Pensionable age to 74,All adults,31,0,12235
2001,E09000013,Pensionable age to 74,In a couple household,31,1,5156
2001,E09000013,Pensionable age to 74,Not in a couple household,31,2,7079
2001,E09000013,75 and over dependent children or not,All adults,32,0,7982
2001,E09000013,75 and over dependent children or not,In a couple household,32,1,2302
2001,E09000013,75 and over dependent children or not,Not in a couple household,32,2,5680
2001,E09000014,All Adults,All adults,0,0,164608
2001,E09000014,All Adults,In a couple household,0,1,88004
2001,E09000014,All Adults,Not in a couple household,0,2,76604
2001,E09000014,Aged 16 to 24,All adults,1,0,22796
2001,E09000014,Aged 16 to 24,In a couple household,1,1,9625
2001,E09000014,Aged 16 to 24,Not in a couple household,1,2,13171
2001,E09000014,no dependent children in household,All adults,2,0,16098
2001,E09000014,no dependent children in household,In a couple household,2,1,5638
2001,E09000014,no dependent children in household,Not in a couple household,2,2,10460
2001,E09000014,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2530
2001,E09000014,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1526
2001,E09000014,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,1004
2001,E09000014,"dependent children in household, youngest aged 5 to 9",All adults,4,0,1064
2001,E09000014,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,554
2001,E09000014,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,510
2001,E09000014,"dependent children in household, youngest aged 10 to 15",All adults,5,0,2149
2001,E09000014,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,1277
2001,E09000014,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,872
2001,E09000014,"dependent children in household, youngest aged 16 to 18",All adults,6,0,955
2001,E09000014,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,630
2001,E09000014,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,325
2001,E09000014,Aged 25 to 34,All adults,7,0,45999
2001,E09000014,Aged 25 to 34,In a couple household,7,1,24369
2001,E09000014,Aged 25 to 34,Not in a couple household,7,2,21630
2001,E09000014,no dependent children in household,All adults,8,0,33119
2001,E09000014,no dependent children in household,In a couple household,8,1,15377
2001,E09000014,no dependent children in household,Not in a couple household,8,2,17742
2001,E09000014,"dependent children in household, youngest aged 0 to 4",All adults,9,0,8811
2001,E09000014,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,6804
2001,E09000014,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,2007
2001,E09000014,"dependent children in household, youngest aged 5 to 9",All adults,10,0,2655
2001,E09000014,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,1470
2001,E09000014,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,1185
2001,E09000014,"dependent children in household, youngest aged 10 to 15",All adults,11,0,1184
2001,E09000014,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,562
2001,E09000014,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,622
2001,E09000014,"dependent children in household, youngest aged 16 to 18",All adults,12,0,230
2001,E09000014,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,156
2001,E09000014,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,74
2001,E09000014,Aged 35 to 44,All adults,13,0,36546
2001,E09000014,Aged 35 to 44,In a couple household,13,1,20833
2001,E09000014,Aged 35 to 44,Not in a couple household,13,2,15713
2001,E09000014,no dependent children in household,All adults,14,0,17430
2001,E09000014,no dependent children in household,In a couple household,14,1,6662
2001,E09000014,no dependent children in household,Not in a couple household,14,2,10768
2001,E09000014,"dependent children in household, youngest aged 0 to 4",All adults,15,0,8496
2001,E09000014,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,7170
2001,E09000014,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,1326
2001,E09000014,"dependent children in household, youngest aged 5 to 9",All adults,16,0,5636
2001,E09000014,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,3994
2001,E09000014,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,1642
2001,E09000014,"dependent children in household, youngest aged 10 to 15",All adults,17,0,4182
2001,E09000014,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,2538
2001,E09000014,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1644
2001,E09000014,"dependent children in household, youngest aged 16 to 18",All adults,18,0,802
2001,E09000014,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,469
2001,E09000014,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,333
2001,E09000014,Aged 45 to 54,All adults,19,0,22604
2001,E09000014,Aged 45 to 54,In a couple household,19,1,13902
2001,E09000014,Aged 45 to 54,Not in a couple household,19,2,8702
2001,E09000014,no dependent children in household,All adults,20,0,13283
2001,E09000014,no dependent children in household,In a couple household,20,1,6398
2001,E09000014,no dependent children in household,Not in a couple household,20,2,6885
2001,E09000014,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1296
2001,E09000014,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1107
2001,E09000014,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,189
2001,E09000014,"dependent children in household, youngest aged 5 to 9",All adults,22,0,2140
2001,E09000014,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1766
2001,E09000014,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,374
2001,E09000014,"dependent children in household, youngest aged 10 to 15",All adults,23,0,4178
2001,E09000014,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,3301
2001,E09000014,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,877
2001,E09000014,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1707
2001,E09000014,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1330
2001,E09000014,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,377
2001,E09000014,55 to pensionable age,All adults,25,0,12108
2001,E09000014,55 to pensionable age,In a couple household,25,1,7625
2001,E09000014,55 to pensionable age,Not in a couple household,25,2,4483
2001,E09000014,no dependent children in household,All adults,26,0,10287
2001,E09000014,no dependent children in household,In a couple household,26,1,6113
2001,E09000014,no dependent children in household,Not in a couple household,26,2,4174
2001,E09000014,"dependent children in household, youngest aged 0 to 4",All adults,27,0,328
2001,E09000014,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,266
2001,E09000014,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,62
2001,E09000014,"dependent children in household, youngest aged 5 to 9",All adults,28,0,276
2001,E09000014,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,233
2001,E09000014,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,43
2001,E09000014,"dependent children in household, youngest aged 10 to 15",All adults,29,0,682
2001,E09000014,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,566
2001,E09000014,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,116
2001,E09000014,"dependent children in household, youngest aged 16 to 18",All adults,30,0,535
2001,E09000014,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,447
2001,E09000014,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,88
2001,E09000014,Pensionable age to 74,All adults,31,0,15907
2001,E09000014,Pensionable age to 74,In a couple household,31,1,8554
2001,E09000014,Pensionable age to 74,Not in a couple household,31,2,7353
2001,E09000014,75 and over dependent children or not,All adults,32,0,8648
2001,E09000014,75 and over dependent children or not,In a couple household,32,1,3096
2001,E09000014,75 and over dependent children or not,Not in a couple household,32,2,5552
2001,E09000019,All Adults,All adults,0,0,136540
2001,E09000019,All Adults,In a couple household,0,1,63872
2001,E09000019,All Adults,Not in a couple household,0,2,72668
2001,E09000019,Aged 16 to 24,All adults,1,0,17346
2001,E09000019,Aged 16 to 24,In a couple household,1,1,7075
2001,E09000019,Aged 16 to 24,Not in a couple household,1,2,10271
2001,E09000019,no dependent children in household,All adults,2,0,12576
2001,E09000019,no dependent children in household,In a couple household,2,1,4486
2001,E09000019,no dependent children in household,Not in a couple household,2,2,8090
2001,E09000019,"dependent children in household, youngest aged 0 to 4",All adults,3,0,1756
2001,E09000019,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,916
2001,E09000019,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,840
2001,E09000019,"dependent children in household, youngest aged 5 to 9",All adults,4,0,830
2001,E09000019,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,425
2001,E09000019,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,405
2001,E09000019,"dependent children in household, youngest aged 10 to 15",All adults,5,0,1459
