lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,ethnic_group_20,observation
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,10
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,"White: English, Welsh, Scottish, Northern Irish or British",4913
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,White: Irish,191
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,White: Gypsy or Irish Traveller,0
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,White: Roma,4
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,White: Other White,103
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,Other ethnic group: Arab,7
E09000002,Barking and Dagenham,One-person household: Aged 66 years and over,Other ethnic group: Any other ethnic group,53
E09000002,Barking and Dagenham,One-person household: Other,"Asian, Asian British or Asian Welsh: Bangladeshi",376
E09000002,Barking and Dagenham,One-person household: Other,"Asian, Asian British or Asian Welsh: Chinese",123
E09000002,Barking and Dagenham,One-person household: Other,"Asian, Asian British or Asian Welsh: Indian",448
E09000002,Barking and Dagenham,One-person household: Other,"Asian, Asian British or Asian Welsh: Pakistani",331
E09000002,Barking and Dagenham,One-person household: Other,"Asian, Asian British or Asian Welsh: Other Asian",193
E09000002,Barking and Dagenham,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: African",2040
E09000002,Barking and Dagenham,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",745
E09000002,Barking and Dagenham,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: Other Black",184
E09000002,Barking and Dagenham,One-person household: Other,Mixed or Multiple ethnic groups: White and Asian,49
E09000002,Barking and Dagenham,One-person household: Other,Mixed or Multiple ethnic groups: White and Black African,73
E09000002,Barking and Dagenham,One-person household: Other,Mixed or Multiple ethnic groups: White and Black Caribbean,139
E09000002,Barking and Dagenham,One-person household: Other,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,148
E09000002,Barking and Dagenham,One-person household: Other,"White: English, Welsh, Scottish, Northern Irish or British",5197
E09000002,Barking and Dagenham,One-person household: Other,White: Irish,122
E09000002,Barking and Dagenham,One-person household: Other,White: Gypsy or Irish Traveller,14
E09000002,Barking and Dagenham,One-person household: Other,White: Roma,86
E09000002,Barking and Dagenham,One-person household: Other,White: Other White,931
E09000002,Barking and Dagenham,One-person household: Other,Other ethnic group: Arab,47
E09000002,Barking and Dagenham,One-person household: Other,Other ethnic group: Any other ethnic group,266
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Bangladeshi",7
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Chinese",17
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Indian",58
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Pakistani",34
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Other Asian",34
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: African",31
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",37
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Asian,2
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Black African,3
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,"White: English, Welsh, Scottish, Northern Irish or British",1900
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,White: Irish,60
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,White: Gypsy or Irish Traveller,0
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,White: Roma,0
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,White: Other White,39
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,Other ethnic group: Arab,2
E09000002,Barking and Dagenham,Single family household: All aged 66 years and over,Other ethnic group: Any other ethnic group,33
E09000002,Barking and Dagenham,Single family household: Married or civil partnership couple: No children,"Asian, Asian British or Asian Welsh: Bangladeshi",264
E09000002,Barking and Dagenham,Single family household: Married or civil partnership couple: No children,"Asian, Asian British or Asian Welsh: Chinese",60
