lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,national_statistics_socio-economic_classification_ns-sec_10,observation
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3888
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3103
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,L7: Intermediate occupations,873
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,L8 and L9: Small employers and own account workers,1976
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,L10 and L11: Lower supervisory and technical occupations,427
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,L12: Semi-routine occupations,578
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,L13: Routine occupations,585
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,L14.1 and L14.2: Never worked and long-term unemployed,418
E09000003,Barnet,Single family household: Married or civil partnership couple: No children,L15: Full-time students,81
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",10512
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",6995
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,L7: Intermediate occupations,1515
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,L8 and L9: Small employers and own account workers,5372
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,L10 and L11: Lower supervisory and technical occupations,1071
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,L12: Semi-routine occupations,1269
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,L13: Routine occupations,1380
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,L14.1 and L14.2: Never worked and long-term unemployed,713
E09000003,Barnet,Single family household: Married or civil partnership couple: Dependent children,L15: Full-time students,207
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2401
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2064
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,L7: Intermediate occupations,780
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,L8 and L9: Small employers and own account workers,2058
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,390
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,L12: Semi-routine occupations,753
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,L13: Routine occupations,767
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,533
E09000003,Barnet,Single family household: Married or civil partnership couple: All children non-dependent,L15: Full-time students,14
E09000003,Barnet,Single family household: Cohabiting couple family: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1974
E09000003,Barnet,Single family household: Cohabiting couple family: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2120
E09000003,Barnet,Single family household: Cohabiting couple family: No children,L7: Intermediate occupations,560
E09000003,Barnet,Single family household: Cohabiting couple family: No children,L8 and L9: Small employers and own account workers,815
E09000003,Barnet,Single family household: Cohabiting couple family: No children,L10 and L11: Lower supervisory and technical occupations,310
E09000003,Barnet,Single family household: Cohabiting couple family: No children,L12: Semi-routine occupations,322
E09000003,Barnet,Single family household: Cohabiting couple family: No children,L13: Routine occupations,360
