date,geography_code,c2021_eastat_10_name,c2021_fam_swg_6_name,obs_value
2021,E09000003,Economically inactive: Retired,In a couple family: Member of a couple,622
2021,E09000003,Economically inactive: Retired,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000003,Economically inactive: Retired,In a couple family: Member of a couple: One person in generation 1 working,259
2021,E09000003,Economically inactive: Retired,In a couple family: Member of a couple: No people in generation 1 working,363
2021,E09000003,Economically inactive: Retired,In a couple family: Child of one or both members of couple,3
2021,E09000003,Economically inactive: Retired,In a lone parent family,121
2021,E09000003,Economically inactive: Retired,In a lone parent family: Parent,120
2021,E09000003,Economically inactive: Retired,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000003,Economically inactive: Retired,In a lone parent family: Parent: No people in generation 1 working,120
2021,E09000003,Economically inactive: Retired,In a lone parent family: Child of parent,1
2021,E09000003,Economically inactive: Student,In a couple family,10502
2021,E09000003,Economically inactive: Student,In a couple family: Member of a couple,1087
2021,E09000003,Economically inactive: Student,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000003,Economically inactive: Student,In a couple family: Member of a couple: One person in generation 1 working,706
2021,E09000003,Economically inactive: Student,In a couple family: Member of a couple: No people in generation 1 working,381
2021,E09000003,Economically inactive: Student,In a couple family: Child of one or both members of couple,9415
2021,E09000003,Economically inactive: Student,In a lone parent family,4026
2021,E09000003,Economically inactive: Student,In a lone parent family: Parent,318
2021,E09000003,Economically inactive: Student,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000003,Economically inactive: Student,In a lone parent family: Parent: No people in generation 1 working,318
2021,E09000003,Economically inactive: Student,In a lone parent family: Child of parent,3708
2021,E09000003,Economically inactive: Looking after home or family,In a couple family,9298
2021,E09000003,Economically inactive: Looking after home or family,In a couple family: Member of a couple,9214
2021,E09000003,Economically inactive: Looking after home or family,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000003,Economically inactive: Looking after home or family,In a couple family: Member of a couple: One person in generation 1 working,7358
2021,E09000003,Economically inactive: Looking after home or family,In a couple family: Member of a couple: No people in generation 1 working,1856
2021,E09000003,Economically inactive: Looking after home or family,In a couple family: Child of one or both members of couple,84
2021,E09000003,Economically inactive: Looking after home or family,In a lone parent family,2284
2021,E09000003,Economically inactive: Looking after home or family,In a lone parent family: Parent,2200
2021,E09000003,Economically inactive: Looking after home or family,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000003,Economically inactive: Looking after home or family,In a lone parent family: Parent: No people in generation 1 working,2200
2021,E09000003,Economically inactive: Looking after home or family,In a lone parent family: Child of parent,84
2021,E09000003,Economically inactive: Long-term sick or disabled,In a couple family,946
2021,E09000003,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple,867
2021,E09000003,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000003,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: One person in generation 1 working,351
2021,E09000003,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: No people in generation 1 working,516
2021,E09000003,Economically inactive: Long-term sick or disabled,In a couple family: Child of one or both members of couple,79
2021,E09000003,Economically inactive: Long-term sick or disabled,In a lone parent family,719
2021,E09000003,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent,640
2021,E09000003,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000003,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: No people in generation 1 working,640
