lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,religion_10,observation
E09000004,Bexley,One-person household: Aged 66 years and over,Christian,9044
E09000004,Bexley,One-person household: Aged 66 years and over,Buddhist,33
E09000004,Bexley,One-person household: Aged 66 years and over,Hindu,68
E09000004,Bexley,One-person household: Aged 66 years and over,Jewish,21
E09000004,Bexley,One-person household: Aged 66 years and over,Muslim,70
E09000004,Bexley,One-person household: Aged 66 years and over,Sikh,76
E09000004,Bexley,One-person household: Aged 66 years and over,Other religion,26
E09000004,Bexley,One-person household: Aged 66 years and over,Not answered,628
E09000004,Bexley,One-person household: Other,No religion,5025
E09000004,Bexley,One-person household: Other,Christian,6122
E09000004,Bexley,One-person household: Other,Buddhist,90
E09000004,Bexley,One-person household: Other,Hindu,122
E09000004,Bexley,One-person household: Other,Jewish,19
E09000004,Bexley,One-person household: Other,Muslim,387
E09000004,Bexley,One-person household: Other,Sikh,104
E09000004,Bexley,One-person household: Other,Other religion,94
E09000004,Bexley,One-person household: Other,Not answered,821
E09000004,Bexley,Single family household: All aged 66 years and over,No religion,1151
E09000004,Bexley,Single family household: All aged 66 years and over,Christian,5928
E09000004,Bexley,Single family household: All aged 66 years and over,Buddhist,35
E09000004,Bexley,Single family household: All aged 66 years and over,Hindu,89
E09000004,Bexley,Single family household: All aged 66 years and over,Jewish,12
E09000004,Bexley,Single family household: All aged 66 years and over,Muslim,51
E09000004,Bexley,Single family household: All aged 66 years and over,Sikh,76
E09000004,Bexley,Single family household: All aged 66 years and over,Other religion,12
E09000004,Bexley,Single family household: All aged 66 years and over,Not answered,377
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,No religion,2438
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Christian,4605
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Buddhist,59
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Hindu,197
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Jewish,10
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Muslim,185
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Sikh,151
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Other religion,38
E09000004,Bexley,Single family household: Married or civil partnership couple: No children,Not answered,431
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,No religion,5355
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Christian,7502
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Buddhist,165
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Hindu,1124
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Jewish,13
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Muslim,1016
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Sikh,424
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Other religion,60
E09000004,Bexley,Single family household: Married or civil partnership couple: Dependent children,Not answered,709
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,No religion,1876
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Christian,4353
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,80
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,194
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,6
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,187
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,218
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,27
E09000004,Bexley,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,379
E09000004,Bexley,Single family household: Cohabiting couple family: No children,No religion,2397
E09000004,Bexley,Single family household: Cohabiting couple family: No children,Christian,1648
E09000004,Bexley,Single family household: Cohabiting couple family: No children,Buddhist,24
E09000004,Bexley,Single family household: Cohabiting couple family: No children,Hindu,26
E09000004,Bexley,Single family household: Cohabiting couple family: No children,Jewish,6
E09000004,Bexley,Single family household: Cohabiting couple family: No children,Muslim,46
